region,company_name,duns_number,status,capabilities,Legend_Specialization,certification,subsidiary,overseas,website,contact,address_full,primary_naics_code,primary_naics_description,secondary_naics_code,secondary_naics_description,company_type,import_export,global_duns_no,global_name,immediate_parent_duns_no,immediate_parent_name,latitude,line_of_business,longtitude,manufacturing_indicator,marketing_prescreen_score,marketing_prescreen_ranking,minority_owned_indicator,owns_rents,phone_no,subsidiary_status,web_address_url,year_of_founding,auditors,trade_style,employer_id_number_ein,domestic_parent_duns_no,domestic_parent_name,location_type,mailing_address,mailing_city,mailing_country_region,mailing_county,mailing_state,mailing_zipcode,address,physical_address,physical_city,physical_country_region,physical_county,physical_state,physical_zipcode,physical_zipcode_short,secondary_sic_code,secondary_sic_description,primary_sic_code,primary_sic_description,facility_size,sales_volume_2020,employee_all_sites_2020,employee_this_sites_2020,avg_ann_dod_total_revenue,avg_dod_contract_value
Chicago,WOLNY ENTERPRISES INC.,00-646-2709,00-646-2709,"Aluminium die casting, zinc die casting, tooling",Casting,No,NA,NA,https://www.dnb.com/business-directory/company-profiles.wolny_enterprises_inc.b2750e85e2fa8df6c53038a9f71818ef.html,https://www.dnb.com/business-directory/company-profiles.wolny_enterprises_inc.b2750e85e2fa8df6c53038a9f71818ef.html,"12400 S LOMBARD LN, ALSIP, IL",331523,Nonferrous Metal Die-Casting Foundries,,,Private,,,,,,41.667235,MFG ALUMINUM DIE-CASTINGS,-87.722423,Non Manufacturer,Low,2 - Likely to pay,No,Owns,(708) 388-4914,Non-Subsidiary,WWW.DARTCASTING.COM,1994,,,363986655,,,Single Location,,,,,,,"12400 S LOMBARD LN, ALSIP, IL 60803",12400 S LOMBARD LN,ALSIP,USA,COOK,IL,608031823,60803,,,33630000,Aluminum die-castings,40000,"$10,475,210",50,50,$0,$0
Chicago,SERV-ALL DIE & TOOL COMPANY,00-523-8621,00-523-8621,"Aluminium die casting, zinc die casting, tooling",Casting,ISO9001,No,No,https://serv-all.com/,https://serv-all.com/?page_id=11922,"110 ERICK ST, CRYSTAL LAKE, IL",331523,Nonferrous Metal Die-Casting Foundries,,,Private,,,,,,42.243944,MFG NONFERROUS DIE-CASTINGS,-88.306933,Non Manufacturer,Low,5 - Least Likely to pay,No,Rent,(815) 459-2900,Non-Subsidiary,WWW.SERV-ALL.COM,1944,,,362024722,,,Single Location,,,,,,,"110 ERICK ST, CRYSTAL LAKE, IL 60014",110 ERICK ST,CRYSTAL LAKE,USA,MCHENRY,IL,600144534,60014,,,33640202,Zinc and zinc-base alloy die-castings,60000,"$13,308,406",52,52,$0,$0
Chicago,ABLE DIE CASTING CORPORATION,00-508-5691,00-508-5691,Die casting and machining,Casting,ISO9001,No,No,https://ablecastings.com/,https://ablecastings.com/contact-us,"3907 WESLEY TER, SCHILLER PARK, IL",331529,Other Nonferrous Metal Foundries (except Die-Casting),,,Private,,,,,,41.950398,NONFERROUS METAL FOUNDRY,-87.862773,Non Manufacturer,Low,5 - Least Likely to pay,No,Rent,(847) 678-1991,Non-Subsidiary,WWW.ABLECASTINGS.COM,1920,,,360699350,,,Single Location,,,,,,,"3907 WESLEY TER, SCHILLER PARK, IL 60176",3907 WESLEY TER,SCHILLER PARK,USA,COOK,IL,601762131,60176,,,33690103,"Zinc and zinc-base alloy castings, except die-castings",14000,"$12,998,435",54,54,$0,$0
Chicago,"SOLDY MANUFACTURING, INC.",02-713-7132,02-713-7132,"Aluminium die cast, zinc die cast",Casting,ISO9001,No,No,https://www.soldy.com/,https://www.soldy.com/contact-us,"9370 BYRON ST, SCHILLER PARK, IL",333511,Industrial Mold Manufacturing,,,Private,,,,,,41.950404,MFG DIES/TOOLS/JIGS/FIXTURES,-87.860929,Non Manufacturer,Low,2 - Likely to pay,No,Rent,(847) 671-3396,Non-Subsidiary,WWW.SOLDY.COM,1982,,ALUMINUM AND ZINC DIE,363195082,,,Single Location,,,,,,,"9370 BYRON ST, SCHILLER PARK, IL 60176",9370 BYRON ST,SCHILLER PARK,USA,COOK,IL,601762304,60176,,,35449902,Industrial molds,22000,"$13,415,972",80,80,$0,$0
Chicago,"G & M DIE CASTING COMPANY, INC.",09-473-1734,09-473-1734,Aluminum die casting,Casting,ISO9001,No,No,https://www.gmdiecasting.com/,https://www.gmdiecasting.com/contact-us/,"284 RICHERT RD, WOOD DALE, IL",331523,Nonferrous Metal Die-Casting Foundries,,,Private,,,,,,41.977829,MFG ALUMINUM DIE-CASTINGS,-87.970125,Non Manufacturer,Low,2 - Likely to pay,No,Owns,(630) 595-2340,Non-Subsidiary,WWW.GMDIECASTING.COM,1978,,,362979219,,,Single Location,,,,,,,"284 RICHERT RD, WOOD DALE, IL 60191",284 RICHERT RD,WOOD DALE,USA,DUPAGE,IL,601911206,60191,,,33630000,Aluminum die-castings,64000,"$16,406,837",80,80,$0,$0
Chicago,"ALU-BRA FOUNDRY, INC.",00-525-8926,00-525-8926,"Brass, bronze, aluminium castings",Casting,ISO9001,No,No,http://www.alubra.com/,http://www.alubra.com/contactus.html,"630 E GREEN ST, BENSENVILLE, IL",331529,Other Nonferrous Metal Foundries (except Die-Casting),,,Private,,,,,,41.951246,COPPER FOUNDRY,-87.928313,Non Manufacturer,Low,1 - Most likely to pay,No,Owns,(630) 766-3112,Non-Subsidiary,WWW.ALUBRA.COM,1957,,,362348909,,,Single Location,,,,,,,"630 E GREEN ST, BENSENVILLE, IL 60106",630 E GREEN ST,BENSENVILLE,USA,DUPAGE,IL,601062548,60106,,,33660000,Copper foundries,17000,"$17,848,141",80,80,$0,$0
Chicago,"CAST ALUMINUM SOLUTIONS, LLC",96-158-7800,96-158-7800,Casting,Casting,ISO9001,No,Yes,https://www.castaluminumsolutions.com/,https://www.castaluminumsolutions.com/contacts-cas/,"1310 KINGSLAND DR, BATAVIA, IL",331523,Nonferrous Metal Die-Casting Foundries,,,Private,Importer,,,,,41.866062,MFG ALUMINUM DIE-CASTINGS,-88.285772,Non Manufacturer,High,5 - Least Likely to pay,No,,(630) 482-5325,Non-Subsidiary,WWW.CASTALUMINUMSOLUTIONS.COM,2010,,,,,,Single Location,,,,,,,"1310 KINGSLAND DR, BATAVIA, IL 60510",1310 KINGSLAND DR,BATAVIA,USA,KANE,IL,605101327,60510,,,33630000,Aluminum die-castings,0,"$31,947,775",90,90,$0,$0
Chicago,"ACME ALLIANCE, LLC",03-915-0318,03-915-0318,Aluminum die casting and zinc die casting,Casting,ISO9001,No,No,https://www.die-castings.net/acme-alliance-llc/,https://www.die-castings.net/contact-us/,"3610 COMMERCIAL AVE, NORTHBROOK, IL",331523,Nonferrous Metal Die-Casting Foundries,331523,"""Nonferrous Metal Die-Casting Foundries """,Private,Importer,01-824-2412,"LOVEJOY INDUSTRIES, INC.",01-824-2412,"LOVEJOY INDUSTRIES, INC.",42.146943,MFG ALUMINUM DIE-CASTINGS,-87.867939,Non Manufacturer,Low,1 - Most likely to pay,No,Owns,(847) 272-9520,Subsidiary,WWW.REGISTRAR-TRANSFERS.COM,2002,,ACMEALLIANCE,363536624,01-824-2412,"LOVEJOY INDUSTRIES, INC.",Single Location,,,,,,,"3610 COMMERCIAL AVE, NORTHBROOK, IL 60062",3610 COMMERCIAL AVE,NORTHBROOK,USA,COOK,IL,600621823,60062,3363,"""Aluminum die-castings""",33630000,Aluminum die-castings,75000,"$14,589,734",110,110,$0,$0
Chicago,"CAST PRODUCTS, INC.",04-425-1205,04-425-1205,Zinc die casting,Casting,ISO9001,No,No,https://www.castproducts.com/,https://www.castproducts.com/contact/,"4200 N NORDICA AVE, NORRIDGE, IL",331523,Nonferrous Metal Die-Casting Foundries,,,Private,Importer,,,,,41.958718,MFG ALUMINUM DIE-CASTINGS,-87.804283,Non Manufacturer,Low,5 - Least Likely to pay,No,Rent,(708) 457-1500,Non-Subsidiary,WWW.CASTPRODUCTS.COM,1966,,CPI,362641852,,,Single Location,,,,,,,"4200 N NORDICA AVE, NORRIDGE, IL 60706",4200 N NORDICA AVE,NORRIDGE,USA,COOK,IL,607061392,60706,,,33630000,Aluminum die-castings,65000,"$31,784,546",115,115,$0,$0
Chicago,AURORA METALS DIVISION L.L.C.,05-109-3185,05-109-3185,Metal casting,Casting,ISO9001,No,No,https://aurorametals.com/,https://aurorametals.com/contact-us/,"1995 GREENFIELD RD, MONTGOMERY, IL",331529,Other Nonferrous Metal Foundries (except Die-Casting),,,Private,Both,,,,,41.727375,COPPER FOUNDRY,-88.364978,Non Manufacturer,Low,4 - Less likely to pay,No,Owns,(630) 844-4900,Non-Subsidiary,WWW.AURORAMETALS.COM,1898,,,351969290,,,Single Location,,,,,,,"1995 GREENFIELD RD, MONTGOMERY, IL 60538",1995 GREENFIELD RD,MONTGOMERY,USA,KENDALL,IL,605381140,60538,,,33660000,Copper foundries,90000,"$32,047,847",120,120,$0,$0
Chicago,"CHICAGO WHITE METAL CASTING, INC.",00-514-4266,00-514-4266,"Aluminum die casting, magnesium die casting, zinc die casting",Casting,ISO9001 and ISO14001,No,No,https://cwmdiecast.com/,https://cwmdiecast.com/contact-us/,"649 IL ROUTE 83, BENSENVILLE, IL",331523,Nonferrous Metal Die-Casting Foundries,,,Private,Both,,,,,41.975113,MFG ALUMINUM DIE-CASTINGS,-87.957489,Non Manufacturer,Low,2 - Likely to pay,No,Owns,(630) 595-4424,Non-Subsidiary,WWW.CWMDIECAST.COM,1937,,,362061905,,,Single Location,,,,,,,"649 IL ROUTE 83, BENSENVILLE, IL 60106",649 IL ROUTE 83,BENSENVILLE,USA,DUPAGE,IL,601061340,60106,,,33630000,Aluminum die-castings,136000,"$28,738,794",200,200,$0,$0
Chicago,"R.C.M. INDUSTRIES, INC.",61-672-0314,61-672-0314,"Die casting, machining, finishing",Casting,IAFT16949,No,No,https://www.rcmindustries.com/,https://www.rcmindustries.com/contact-us/,"3021 CULLERTON ST, FRANKLIN PARK, IL",331523,Nonferrous Metal Die-Casting Foundries,331523,"""Nonferrous Metal Die-Casting Foundries """,Private,Importer,61-672-0314,"R.C.M. INDUSTRIES, INC.",61-672-0314,"R.C.M. INDUSTRIES, INC.",41.93383,MFG ALUMINUM DIE-CASTINGS,-87.891368,Non Manufacturer,Low,5 - Least Likely to pay,No,Owns,(847) 455-1950,Non-Subsidiary,WWW.RCMINDUSTRIES.COM,1990,,ALLIED DIE CASTING COMPANY ILL,363710664,61-672-0314,"R.C.M. INDUSTRIES, INC.",Headquarters,,,,,,,"3021 CULLERTON ST, FRANKLIN PARK, IL 60131",3021 CULLERTON ST,FRANKLIN PARK,USA,COOK,IL,601312204,60131,3363,"""Aluminum die-castings""",33630000,Aluminum die-castings,100000,"$136,563,303",700,250,$0,$0
Chicago,CHICAGO MAGNESIUM CASTING CO,00-545-6900,00-545-6900,"Magnesium casting, aluminum casting",Casting,ISO9001 and AS9100 and NADCAP,No,No,https://www.chicagomagnesium.com/,https://www.chicagomagnesium.com/contact,"14101 SEELEY AVE, BLUE ISLAND, IL",331529,Other Nonferrous Metal Foundries (except Die-Casting),,,Private,,,,,,41.638122,NONFERROUS METAL FOUNDRY,-87.670331,Non Manufacturer,Low,N/A,No,,(708) 597-1300,Non-Subsidiary,WWW.CHICAGOMAGNESIUM.COM,1977,,,362931963,,,Single Location,,,,,,,"14101 SEELEY AVE, BLUE ISLAND, IL 60406",14101 SEELEY AVE,BLUE ISLAND,USA,COOK,IL,604063779,60406,,,33699904,"Magnesium and magnes.-base alloy castings, exc. die-casting",0,NA,NA,NA,$0,$0
Chicago,"DYNACAST, LLC",92-822-4229,92-822-4229,"Aluminum casting, zinc",Casting,ISO9001 and ISO14001 and IATF16949,Yes,Yes,https://www.dynacast.com/en/discover-dynacast/locations/dynacast-elgin,https://www.dynacast.com/en/discover-dynacast/contact,"195 CORPORATE DR, ELGIN, IL",331523,Nonferrous Metal Die-Casting Foundries,,,Private,,48-795-3770,PARTNERS GROUP HOLDING AG,15-300-9654,"DYNACAST US HOLDINGS, INC.",42.072405,MFG NONFERROUS DIE-CASTINGS,-88.279926,Non Manufacturer,Low,3 - Neutral,No,,(847) 608-2200,Non-Subsidiary,WWW.DYNACAST.COM,0,,"DYNACAST, LLC",133485677,07-856-7973,PARTNERS GROUP HOLDING AG,Branch,,,,,,,"195 CORPORATE DR, ELGIN, IL 60123",195 CORPORATE DR,ELGIN,USA,KANE,IL,601239355,60123,,,33640202,Zinc and zinc-base alloy die-castings,0,NA,NA,NA,$0,$0
Chicago,MICRO THREAD CORPORATION,00-552-4517,00-552-4517,"Rolling mill rolls, cast steel",Casting,No,NA,NA,https://www.dandb.com/businessdirectory/microthreadcorporation-chicago-il-996194.html,https://www.dandb.com/businessdirectory/microthreadcorporation-chicago-il-996194.html,"6260 N NORTHWEST HWY, CHICAGO, IL",331513,Steel Foundries (except Investment),,,Private,,,,,,41.995207,STEEL FOUNDRY,-87.803968,Non Manufacturer,N/A,N/A,No,Rent,,Non-Subsidiary,,1959,,MICRO TECH COMPONENTS,362430632,,,Single Location,P.O. BOX 31219,CHICAGO,USA,COOK,ILLINOIS,606310125,"6260 N NORTHWEST HWY, CHICAGO, IL 60631",6260 N NORTHWEST HWY,CHICAGO,USA,COOK,IL,606311617,60631,,,33259904,"Rolling mill rolls, cast steel",0,NA,NA,NA,$0,$0
Chicago,PAFFUMI MOLD AND CASTING CO.,06-619-8458,06-619-8458,Mold and casting,Casting,No,NA,NA,https://www.manta.com/c/mm273m6/paffumi-mold-casting-co,https://www.manta.com/c/mm273m6/paffumi-mold-casting-co,"4725 W GRAND AVE, CHICAGO, IL",331523,Nonferrous Metal Die-Casting Foundries,,,Private,,,,,,41.913302,MFG NONFERROUS DIE-CASTINGS,-87.744496,Non Manufacturer,N/A,N/A,No,Rent,(773) 342-8130,Non-Subsidiary,,1970,,,363117247,,,Single Location,,,,,,,"4725 W GRAND AVE, CHICAGO, IL 60639",4725 W GRAND AVE,CHICAGO,USA,COOK,IL,606394602,60639,,,33640202,Zinc and zinc-base alloy die-castings,0,NA,NA,NA,$0,$0
Chicago,PERFECT PIPE & SUPPLY CORP.,19-051-4786,19-051-4786,Cast iron pipe and fittings,Casting,No,NA,NA,https://www.manta.com/c/mm8ts88/perfect-nipple-pipe-supply,https://www.manta.com/c/mm8ts88/perfect-nipple-pipe-supply,"440 S MCLEAN BLVD, ELGIN, IL",331511,Iron Foundries,,,Private,Importer,,,,,42.021941,GRAY/DUCTILE IRON FOUNDRY,-88.312618,Non Manufacturer,N/A,N/A,No,Rent,(630) 628-6728,Non-Subsidiary,WWW.PERFECTPIPE.NET,1987,,,,,,Single Location,,,,,,,"440 S MCLEAN BLVD, ELGIN, IL 60123",440 S MCLEAN BLVD,ELGIN,USA,KANE,IL,601237102,60123,,,33210100,Cast iron pipe and fittings,0,NA,NA,NA,$0,$0
Chicago,"JPL JOHNSON MOVEABLES, INC.",80-371-6232,80-371-6232,Steel casting,Casting,No,NA,NA,https://www.manta.com/c/mmyp3cj/jpl-johnson-moveables-inc,https://www.manta.com/c/mmyp3cj/jpl-johnson-moveables-inc,"451 OAKWOOD RD, LAKE ZURICH, IL",331513,Steel Foundries (except Investment),,,Private,,,,,,42.207258,"STEEL FOUNDRIES, NEC, NSK",-88.072592,Non Manufacturer,N/A,N/A,No,Owns,(847) 438-4556,Non-Subsidiary,,1991,,,363807803,,,Single Location,,,,,,,"451 OAKWOOD RD, LAKE ZURICH, IL 60047",451 OAKWOOD RD,LAKE ZURICH,USA,LAKE,IL,600471516,60047,,,33259903,"Railroad car wheels, cast steel",0,NA,NA,NA,$0,$0
Chicago,"MASTER-CAST, INC.",01-023-0886,01-023-0886,Casted ornaments,Casting,No,No,No,https://www.mastercast.com/,https://www.mastercast.com/forms/index.cfm?fuseaction=forms.viewform&id=46289,"155 E SAINT CHARLES RD B, CAROL STREAM, IL",331523,Nonferrous Metal Die-Casting Foundries,,,Private,,,,,,41.89835,MFG ALUMINUM DIE-CASTINGS,-88.117079,Non Manufacturer,Low,4 - Less likely to pay,No,Owns,(630) 879-3866,Non-Subsidiary,WWW.MASTERCASTFOUNDRY.COM,1972,,,362758432,,,Single Location,P.O. BOX 387,BATAVIA,USA,KANE,ILLINOIS,605100387,"155 E SAINT CHARLES RD B, CAROL STREAM, IL 60188",155 E SAINT CHARLES RD B,CAROL STREAM,USA,DUPAGE,IL,601882072,60188,,,33630000,Aluminum die-castings,18000,NA,NA,NA,$0,$0
Chicago,PRESFORE CORPORATION,10-692-0689,10-692-0689,"Plunger tips, casting",Casting,No,No,No,https://www.tricastcorp.com/,https://www.tricastcorp.com/contact.html,"169 VIRGINIA RD, CRYSTAL LAKE, IL",326299,All Other Rubber Product Manufacturing,,,Private,,,,,,42.214232,MFG FABRICATED RUBBER PRODUCTS,-88.313434,Non Manufacturer,N/A,N/A,No,Rent,,Non-Subsidiary,WWW.TRICASTCORP.COM,1983,,,,,,Single Location,,,,,,,"169 VIRGINIA RD, CRYSTAL LAKE, IL 60014",169 VIRGINIA RD,CRYSTAL LAKE,USA,MCHENRY,IL,600147903,60014,,,30691505,Plumbers' rubber goods,0,NA,NA,NA,$0,$0
Chicago,KALTBAND NORTH AMERICA INC,12-834-4160,12-834-4160,Steel casting,Casting,No,No,No,https://www.manta.com/c/mm3zwtg/kaltband-north-america,https://www.manta.com/c/mm3zwtg/kaltband-north-america,"3750 N LAKE SHORE DR 16A, CHICAGO, IL",331513,Steel Foundries (except Investment),,,Private,Importer,48-001-2772,METALLBAND REINACH AG,48-033-7385,KALTBAND AG,41.951438,STEEL FOUNDRY,-87.64498,Non Manufacturer,N/A,N/A,No,Rent,,Subsidiary,WWW.KALTBANDNA.COM,2002,,,43736584,12-834-4160,METALLBAND REINACH AG,Single Location,,,,,,,"3750 N LAKE SHORE DR 16A, CHICAGO, IL 60613",3750 N LAKE SHORE DR 16A,CHICAGO,USA,COOK,IL,606134238,60613,,,33259901,"Alloy steel castings, except investment",0,NA,NA,NA,$0,$0
Chicago,"EJ USA, INC.",06-622-1565,06-622-1565,Casting,Casting,No,Yes,Yes,https://www.ejco.com/am/en/about-us/locations,https://www.ejco.com/am/en/about-us/locations,"310 GARNET DR, NEW LENOX, IL",331511,Iron Foundries,,,Private,,96-712-3063,"EJ GROUP, INC.",00-602-0309,"EJ USA, INC.",41.516109,GRAY/DUCTILE IRON FOUNDRY,-87.99985,Non Manufacturer,Low,3 - Neutral,No,,(815) 740-1640,Non-Subsidiary,WWW.EASTJORDANCITY.ORG,0,,,381434427,96-712-3063,"EJ GROUP, INC.",Branch,,,,,,,"310 GARNET DR, NEW LENOX, IL 60451",310 GARNET DR,NEW LENOX,USA,WILL,IL,604513502,60451,,,33219905,"Manhole covers, metal",0,NA,NA,NA,$0,$0
Chicago,NEENAH FOUNDRY CO,80-533-3445,80-533-3445,"Casting, machining, coating",Casting,ISO9001,Yes,No,https://groupnei.com/,https://groupnei.com/contact-us/,"200 NATIONAL ST, EAST PEORIA, IL",331511,Iron Foundries,,,Private,,,,,,41.9194,GRAY/DUCTILE IRON FOUNDRY,-88.134,Non Manufacturer,Medium,2 - Likely to pay,No,Rent,(309) 699-6717,Non-Subsidiary,WWW.GROUPNEI.COM,2007,,,,,,Single Location,,,,,,,"545 Kimberly Dr, Carol Stream, IL 60188, United States","545 Kimberly Dr, Carol Stream, IL 60188, United States",EAST PEORIA,USA,TAZEWELL,IL,616112030,61611,,,33219903,"Gray iron castings, nec",0,"$109,850",2,2,"$4,928","$4,928"
Chicago,"LOUIS MESKAN BRASS FOUNDRY, INC.",00-509-8926,00-509-8926,Casting,Casting,ISO9001,No,No,https://www.meskan.com/,https://www.meskan.com/contact-us/,"2007 N MAJOR AVE, CHICAGO, IL",331529,Other Nonferrous Metal Foundries (except Die-Casting),,,Private,,,,,,41.917173,COPPER FOUNDRY,-87.767834,Non Manufacturer,Low,1 - Most likely to pay,No,Owns,(773) 237-7662,Non-Subsidiary,WWW.MESKAN.COM,1907,,MESKAN FOUNDRY,361468030,,,Single Location,,,,,,,"2007 N MAJOR AVE, CHICAGO, IL 60639",2007 N MAJOR AVE,CHICAGO,USA,COOK,IL,606392951,60639,,,33669903,"Castings (except die), nec, brass",90000,"$17,762,948",102,102,"$29,101","$29,101"
Chicago,"CHARTER DURA-BAR, INC.",00-510-3759,00-510-3759,Cast iron bar,Casting,No,Yes,Yes,https://www.charterdura-bar.com/,https://www.charterdura-bar.com/contact-us,"2100 W LAKE SHORE DR, WOODSTOCK, IL",331511,Iron Foundries,,,Private,Both,05-161-8056,"CHARTER MANUFACTURING COMPANY, INC.",05-161-8056,"CHARTER MANUFACTURING COMPANY, INC.",42.291686,GRAY/DUCTILE IRON FOUNDRY,-88.410284,Non Manufacturer,Low,2 - Likely to pay,No,Owns,(815) 338-3900,Subsidiary,WWW.CHARTERDURA-BAR.COM,1946,,DURA-BAR DIV,362058637,05-161-8056,"CHARTER MANUFACTURING COMPANY, INC.",Headquarters,P.O. BOX 217,MEQUON,USA,OZAUKEE,WISCONSIN,530920217,"2100 W LAKE SHORE DR, WOODSTOCK, IL 60098",2100 W LAKE SHORE DR,WOODSTOCK,USA,MCHENRY,IL,600987468,60098,,,33219903,"Gray iron castings, nec",380000,"$97,648,864",325,25,"$29,723","$14,862"
Chicago,"MINT MASTERS, INC.",18-063-1020,18-063-1020,Custom medals,Casting,No,No,NO,http://www.mintmasters.com/,http://www.mintmasters.com/t-ContactEmail.aspx,"9136 BELDEN AVE, FRANKLIN PARK, IL",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,,Private,,,,,,41.919747,MFG MISC PRODUCTS,-87.855072,Non Manufacturer,Low,1 - Most likely to pay,No,Owns,(847) 451-1133,Non-Subsidiary,WWW.MINTMASTERS.COM,1987,,,363535012,,,Single Location,,,,,,,"9136 BELDEN AVE, FRANKLIN PARK, IL 60131",9136 BELDEN AVE,FRANKLIN PARK,USA,COOK,IL,601313506,60131,,,39991201,"Badges, metal: policemen, firemen, etc.",0,"$2,407,307",20,20,"$38,144","$7,629"
Chicago,"WIEGEL TOOL WORKS, INC.",00-545-6405,00-545-6405,"Die casting, heavy and high-speed metal stamping",Casting,ISO14001 and IATF16949,No,No,https://www.wiegel.com/,https://www.wiegel.com/contact/,"935 N CENTRAL AVE, WOOD DALE, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,00-545-6405,"WIEGEL TOOL WORKS, INC.",00-545-6405,"WIEGEL TOOL WORKS, INC.",41.982325,MFG METAL STAMPINGS,-87.974044,Non Manufacturer,Low,N/A,No,,(630) 595-6550,Non-Subsidiary,WWW.WIEGEL.COM,1941,,,362539559,00-545-6405,"WIEGEL TOOL WORKS, INC.",Headquarters,,,,,,,"935 N CENTRAL AVE, WOOD DALE, IL 60191",935 N CENTRAL AVE,WOOD DALE,USA,DUPAGE,IL,601911218,60191,,,34690000,"Metal stampings, nec",0,NA,NA,NA,"$46,025","$46,025"
Chicago,INTEGRITY LIGHT METALS LLC,08-127-9989,08-127-9989,Die casting,Casting,ISO9001 and ISO14001,No,No,https://integritylightmetals.com/,https://integritylightmetals.com/contact-us/,"11 DOUGLAS AVE STE 200, ELGIN, IL",331523,Nonferrous Metal Die-Casting Foundries,,,Private,,,,,,42.037748,MFG ALUMINUM DIE-CASTINGS,-88.283584,Non Manufacturer,Low,2 - Likely to pay,No,,(616) 405-8344,Non-Subsidiary,WWW.INTEGRITYLIGHTMETALS.COM,2018,,,,,,Single Location,,,,,,,"11 DOUGLAS AVE STE 200, ELGIN, IL 60120",11 DOUGLAS AVE STE 200,ELGIN,USA,KANE,IL,601205590,60120,,,33630000,Aluminum die-castings,0,"$90,887",2,2,NA,NA
Chicago,CHICAGO ALUMINUM CASTINGS CO.,12-754-1805,12-754-1805,Aluminum casting,Casting,No,No,No,https://www.chicagoaluminum.com/,https://www.chicagoaluminum.com/contact/,"2647 W OGDEN AVE, CHICAGO, IL",331513,Steel Foundries (except Investment),,,Private,,,,,,41.861797,STEEL FOUNDRY,-87.692632,Non Manufacturer,Low,1 - Most likely to pay,No,,(773) 762-3009,Non-Subsidiary,WWW.CHICAGOALUMINUM.COM,1977,,,,,,Single Location,,,,,,,"2647 W OGDEN AVE, CHICAGO, IL 60608",2647 W OGDEN AVE,CHICAGO,USA,COOK,IL,606081647,60608,,,33250000,"Steel foundries, nec",0,"$99,976",2,2,NA,NA
Chicago,LOUIS MESKAN ALUMINUM & BRASS,08-351-8029,08-351-8029,"Casting, machining",Casting,ISO9001,NA,NA,https://www.meskan.com/,https://www.meskan.com/contact-us/,"2000 N PARKSIDE AVE, CHICAGO, IL",331529,Other Nonferrous Metal Foundries (except Die-Casting),,,Private,,,,,,41.917004,COPPER FOUNDRY,-87.767154,Non Manufacturer,Low,2 - Likely to pay,No,,(773) 637-8236,Non-Subsidiary,WWW.MESKAN.COM,2017,,,,,,Single Location,,,,,,,"2000 N PARKSIDE AVE, CHICAGO, IL 60639",2000 N PARKSIDE AVE,CHICAGO,USA,COOK,IL,606392925,60639,,,33660000,Copper foundries,0,"$150,082",3,3,NA,NA
Chicago,MUMFORD METAL CASTING OF SC LLC,08-329-6986,08-329-6986,Metal casting,Casting,No,No,No,https://mumfordmetalcasting.com,https://mumfordmetalcasting.com/contact/,"2222 S HALSTED ST, CHICAGO, IL",331523,Nonferrous Metal Die-Casting Foundries,,,Private,,,,,,41.851866,MFG ALUMINUM DIE-CASTINGS,-87.646882,Non Manufacturer,Low,1 - Most likely to pay,No,,(864) 862-0050,Non-Subsidiary,WWW.MUMFORDMETALCASTING.COM,2019,,,,,,Single Location,P.O. BOX 658,FOUNTAIN INN,USA,GREENVILLE,SOUTH CAROLINA,296440658,"2222 S HALSTED ST, CHICAGO, IL 60608",2222 S HALSTED ST,CHICAGO,USA,COOK,IL,606084531,60608,,,33630000,Aluminum die-castings,0,"$217,289",3,3,NA,NA
Chicago,"LEITELT BROTHERS, INC.",00-545-2529,00-545-2529,"Sand casting, machining, pattern tooling",Casting,ISO9000,No,No,https://www.lbfoundry.com/?utm_source=google&utm_medium=maps&utm_campaign=googleplaces,https://www.lbfoundry.com/contact-us.html,"7721-31 S CHICAGO AVE, CHICAGO, IL",331529,Other Nonferrous Metal Foundries (except Die-Casting),,,Private,,00-545-2529,"LEITELT BROTHERS, INC.",00-545-2529,"LEITELT BROTHERS, INC.",41.7446,NONFERROUS METAL FOUNDRY,-87.6055,Non Manufacturer,Low,N/A,No,,(773) 721-1186,Non-Subsidiary,WWW.LBFOUNDRY.COM,1908,,LB FOUNDRY,361376820,00-545-2529,"LEITELT BROTHERS, INC.",Headquarters,,,,,,,"7721-31 S CHICAGO AVE, CHICAGO, IL 60619",7721-31 S CHICAGO AVE,CHICAGO,USA,COOK,IL,60619,60619,,,33690000,"Nonferrous foundries, nec",0,NA,NA,NA,NA,NA
Chicago,PRECISION ENTERPRISES FOUNDRY & MACHINE INC.,61-282-9309,61-282-9309,Machined casting,Casting,ISO9001,No,No,https://precision-enterprises.com/,https://precision-enterprises.com/contact/,"29W100 BUTTERFIELD RD, WARRENVILLE, IL",331523,Nonferrous Metal Die-Casting Foundries,,,Private,,04-153-8067,PRECISION ENTERPRISES FOUNDRY & MACHINE INC.,04-153-8067,PRECISION ENTERPRISES FOUNDRY & MACHINE INC.,41.822318,ALUMINUM DIE-CASTINGS,-88.187413,Non Manufacturer,Low,N/A,No,Rent,,Non-Subsidiary,WWW.PRECISION-ENTERPRISES.COM,0,,AMCO MACHINE CO,362997298,04-153-8067,PRECISION ENTERPRISES FOUNDRY & MACHINE INC.,Branch,,,,,,,"29W100 BUTTERFIELD RD, WARRENVILLE, IL 60555",29W100 BUTTERFIELD RD,WARRENVILLE,USA,DUPAGE,IL,605552827,60555,,,33630000,Aluminum die-castings,0,NA,NA,NA,NA,NA
